Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Apremilast,DB05676,C22H24N2O7S,Icatibant,DB06196,C59H89N19O13S,MINOR,1,Apremilast is a non-steroidal medication used for the treatment of inflammatory conditions such as psoriasis and psoriatic arthritis.,Icatibant is a bradykinin B2 receptor antagonist used to treat acute episodes of swelling and inflammation associated with hereditary angioedema (HAE).
Aceclofenac,DB06736,C16H13Cl2NO4,Apremilast,DB05676,C22H24N2O7S,MINOR,1,"Aceclofenac is an oral non-steroidal anti-inflammatory drug (NSAID) with marked anti-inflammatory and analgesic properties used to treat osteoarthritis, rheumatoid arthritis and ankylosing spondylitis. It is reported to have a higher...",Apremilast is a non-steroidal medication used for the treatment of inflammatory conditions such as psoriasis and psoriatic arthritis.
Lornoxicam,DB06725,C13H10ClN3O4S2,Icatibant,DB06196,C59H89N19O13S,MINOR,1,"Lornoxicam is an NSAID indicated in the treatment of mild to moderate pain, as well as rheumatoid arthritis and osteoarthritis.",Icatibant is a bradykinin B2 receptor antagonist used to treat acute episodes of swelling and inflammation associated with hereditary angioedema (HAE).
Aceclofenac,DB06736,C16H13Cl2NO4,Icatibant,DB06196,C59H89N19O13S,MINOR,1,"Aceclofenac is an oral non-steroidal anti-inflammatory drug (NSAID) with marked anti-inflammatory and analgesic properties used to treat osteoarthritis, rheumatoid arthritis and ankylosing spondylitis. It is reported to have a higher...",Icatibant is a bradykinin B2 receptor antagonist used to treat acute episodes of swelling and inflammation associated with hereditary angioedema (HAE).
Curcumin,DB11672,C21H20O6,Vitamin E,DB00163,C29H50O2,MAJOR,0,"Curcumin, also known as diferuloylmethane, is an active component in the golden spice turmeric (Curcuma longa) and in Curcuma xanthorrhiza oil. It is a highly pleiotropic molecule that exhibits antibacterial,...",Vitamin E is an antioxidant vitamin used in many skin creams and multivitamin preparations.
Vitamin E,DB00163,C29H50O2,Argatroban,DB00278,C23H36N6O5S,MINOR,1,Vitamin E is an antioxidant vitamin used in many skin creams and multivitamin preparations.,Argatroban is a synthetic direct thrombin inhibitor used for the prevention and treatment of thrombosis related to heparin use.
Vitamin E,DB00163,C29H50O2,Bivalirudin,DB00006,C98H138N24O33,MINOR,1,Vitamin E is an antioxidant vitamin used in many skin creams and multivitamin preparations.,Bivalirudin is a direct thrombin inhibitor used to treat heparin-induced thrombocytopenia and to prevent thrombosis during percutaneous coronary intervention.
Warfarin,DB00682,C19H16O4,Phenprocoumon,DB00946,C18H16O3,MAJOR,0,"Warfarin is a vitamin K antagonist used to treat venous thromboembolism, pulmonary embolism, thromboembolism with atrial fibrillation, thromboembolism with cardiac valve replacement, and thromboembolic events post myocardial infarction.",Phenprocoumon is an anticoagulant drug used for the prevention of thrombosis.
Clopidogrel,DB00758,"
C16H16ClNO2S",Rosiglitazone,DB00412,"
C18H19N3O3S",MAJOR,0,"Clopidogrel is an antiplatelet agent used to prevent blood clots in peripheral vascular disease, coronary artery disease, and cerebrovascular disease.",Rosiglitazone is a thiazolidinedione indicated as an adjunct to diet and exercise to maintain glycemic control in type 2 diabetes.
Treprostinil,DB00374,C23H34O5,Bivalirudin,DB00006,C98H138N24O33,MINOR,1,Treprostinil is a prostacyclin vasodilator for the treatment of pulmonary arterial hypertension to relieve exercise associated symptoms and to prevent clinical deterioration after stopping epoprostenol.,Bivalirudin is a direct thrombin inhibitor used to treat heparin-induced thrombocytopenia and to prevent thrombosis during percutaneous coronary intervention.
Iloprost,DB01088,C22H32O4,Bivalirudin,DB00006,C98H138N24O33,MINOR,1,Iloprost is a synthetic prostacyclin analog used to treat pulmonary arterial hypertension (PAH) and frostbites.,Bivalirudin is a direct thrombin inhibitor used to treat heparin-induced thrombocytopenia and to prevent thrombosis during percutaneous coronary intervention.
Iloprost,DB01088,C22H32O4,Prasugrel,DB06209,C20H20FNO3S,MINOR,1,Iloprost is a synthetic prostacyclin analog used to treat pulmonary arterial hypertension (PAH) and frostbites.,"Prasugrel is a P2Y12 platelet inhibitor used to reduce risk of thrombotic cardiovascular events in unstable angina or non-ST-elevation myocardial infarction (NSTEMI), and in patients with STEMI when managed with either primary or delayed PCI."
Iloprost,DB01088,C22H32O4,Epoprostenol,DB01240,C20H32O5,MINOR,1,Iloprost is a synthetic prostacyclin analog used to treat pulmonary arterial hypertension (PAH) and frostbites.,Epoprostenol is a vasodilator and platelet aggregation inhibitor used for the management of primary pulmonary hypertension and pulmonary hypertension in patients with heart failure.
Iloprost,DB01088,C22H32O4,Dipyridemole,DB00975,C24H40N8O4,MINOR,1,Iloprost is a synthetic prostacyclin analog used to treat pulmonary arterial hypertension (PAH) and frostbites.,Dipyridamole is a phosphodiesterase inhibitor used to prevent postoperative thromboembolic events.
Milrinone,DB00235,"
C12H9N3O",Pentoxifylline,DB00806,C13H18N4O3,MINOR,1,"Milrinone is a PDE-III inhibitor with inotropic, lusitropic, and vasodilatory properties used for the short-term treatment of acute decompensated heart failure.",Pentoxifylline is a methylxanthine derivative used to treat intermittent claudication caused by chronic occlusive arterial disease of the limbs.
Sevoflurane,DB01236,C4H3F7O,Theophylline,DB00277,C7H8N4O2,MAJOR,0,Sevoflurane is a inhalation anaesthetic agent used for induction and maintenance of general anesthesia during surgical procedures.,"Theophylline is a xanthine used to manage the symptoms of asthma, COPD, and other lung conditions caused by reversible airflow obstruction."
Valproic Acid,DB00313,C8H16O2,Aminophylline,DB01223,C16H24N10O4,MAJOR,0,Valproic acid is an anticonvulsant used to control complex partial seizures and both simple and complex absence seizures.,"Aminophylline is a bronchodilator consisting of theophylline that is used for the treatment of bronchospasm due to asthma, emphysema and chronic bronchitis."
Valproic Acid,DB00313,C8H16O2,Dofetilide,DB00204,C19H27N3O5S2,MAJOR,0,Valproic acid is an anticonvulsant used to control complex partial seizures and both simple and complex absence seizures.,Dofetilide is a class III antiarrhythmic drug used for the maintenance of normal sinus rhythm and cardioversion in cases of atrial fibrillation and atrial flutter.
Valproic Acid,DB00313,C8H16O2,Zidovudine,DB00495,C10H13N5O4,MINOR,1,Valproic acid is an anticonvulsant used to control complex partial seizures and both simple and complex absence seizures.,Zidovudine is a dideoxynucleoside used in the treatment of HIV infection.
Bivalirudin,DB00006,C98H138N24O33,Zidovudine,DB00495,C10H13N5O4,MINOR,1,Bivalirudin is a direct thrombin inhibitor used to treat heparin-induced thrombocytopenia and to prevent thrombosis during percutaneous coronary intervention.,Zidovudine is a dideoxynucleoside used in the treatment of HIV infection.
Anagrelide,DB00261,C10H7Cl2N3O,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,"Anagrelide is a platelet-reducing agent used to treat thrombocythemia, and its related complications, secondary to myeloproliferative neoplasms.","Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Disopyramide,DB00280,C21H29N3O,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,Disopyramide is a class 1A antiarrhythmic agent used to treat life-threatening ventricular arrhythmias.,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Citalopram,DB00215,C20H21FN2O,Ziprasidone,DB00246,C21H21ClN4OS,MAJOR,0,Citalopram is a selective serotonin reuptake inhibitor (SSRI) used in the treatment of depression.,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia."
Anagrelide,DB00261,C10H7Cl2N3O,Disopyramide,DB00280,C21H29N3O,MAJOR,0,"Anagrelide is a platelet-reducing agent used to treat thrombocythemia, and its related complications, secondary to myeloproliferative neoplasms.",Disopyramide is a class 1A antiarrhythmic agent used to treat life-threatening ventricular arrhythmias.
Ibutilide,DB00308,C20H36N2O3S,Quinine,DB00468,C20H24N2O2,MAJOR,0,"Ibutilide is a class III antiarrhythmic agent used to correct atrial fibrillation and atrial flutter, which can be considered as an alternative to cardioversion.",Quinine is an alkaloid used to treat uncomplicated Plasmodium falciparum malaria.
Thioridazine,DB00679,C21H26N2S2,Mifepristone,DB00834,C29H35NO2,MAJOR,0,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.,"Mifepristone is a cortisol receptor blocker used to treat Cushing's syndrome, and to terminate pregnancies up to 70 days gestation."
Toremifene,DB00539,C26H28ClNO,Thioridazine,DB00679,C21H26N2S2,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.
Toremifene,DB00539,C26H28ClNO,Mifepristone,DB00834,C29H35NO2,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,"Mifepristone is a cortisol receptor blocker used to treat Cushing's syndrome, and to terminate pregnancies up to 70 days gestation."
Toremifene,DB00539,C26H28ClNO,Cisapride,DB00604,C23H29ClFN3O4,MAJOR,0,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Cisapride is a medication used to treat heartburn associated with GERD.
Cisapride,DB00604,C23H29ClFN3O4,Thioridazine,DB00679,C21H26N2S2,MAJOR,0,Cisapride is a medication used to treat heartburn associated with GERD.,Thioridazine is a phenothiazine antipsychotic used to treat schizophrenia and generalized anxiety disorder.
Toremifene,DB00539,C26H28ClNO,Bivalirudin,DB00006,C98H138N24O33,MINOR,1,Toremifene is a first generation nonsteroidal selective estrogen receptor modulator used to treat certain breast cancers.,Bivalirudin is a direct thrombin inhibitor used to treat heparin-induced thrombocytopenia and to prevent thrombosis during percutaneous coronary intervention.
Quinidine,DB00908,C20H24N2O2,Pimozide,DB01100,C28H29F2N3O,MAJOR,0,"Quinidine is a medication used to restore normal sinus rhythm, treat atrial fibrillation and flutter, and treat ventricular arrhythmias.",Pimozide is an antipsychotic used to manage debilitating motor and phonic tics in patients with Tourette's Disorder.
Pimozide,DB01100,C28H29F2N3O,Procainamide,DB01035,C13H21N3O,MAJOR,0,Pimozide is an antipsychotic used to manage debilitating motor and phonic tics in patients with Tourette's Disorder.,Procainamide is a medication used to treat life threatening ventricular arrhythmias.
Pimozide,DB01100,C28H29F2N3O,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,Pimozide is an antipsychotic used to manage debilitating motor and phonic tics in patients with Tourette's Disorder.,Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Procainamide,DB01035,C13H21N3O,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,Procainamide is a medication used to treat life threatening ventricular arrhythmias.,Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Quinidine,DB00908,C20H24N2O2,Flupentixol,DB00875,C23H25F3N2OS,MAJOR,0,"Quinidine is a medication used to restore normal sinus rhythm, treat atrial fibrillation and flutter, and treat ventricular arrhythmias.",Flupentixol is a thioxanthene neuroleptic used to treat schizophrenia and depression.
Amiodarone,DB01118,C25H29I2NO3,Escitalopram,DB01175,C20H21FN2O,MAJOR,0,Amiodarone is a class III antiarrhythmic indicated for the treatment of recurrent hemodynamically unstable ventricular tachycardia and recurrent ventricular fibrillation.,"Escitalopram is a selective serotonin re-uptake inhibitor used in the treatment of major depressive disorder (MDD), generalized anxiety disorder (GAD), and other select psychiatric disorders such as obsessive-compulsive disorder (OCD)."
Goserelin,DB00014,C59H84N18O14,Amiodarone,DB01118,C25H29I2NO3,MAJOR,0,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.,Amiodarone is a class III antiarrhythmic indicated for the treatment of recurrent hemodynamically unstable ventricular tachycardia and recurrent ventricular fibrillation.
Goserelin,DB00014,C59H84N18O14,Arsenic trioxide,DB01169,As2O3,MAJOR,0,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.,Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.
Goserelin,DB00014,C59H84N18O14,Escitalopram,DB01175,C20H21FN2O,MAJOR,0,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.,"Escitalopram is a selective serotonin re-uptake inhibitor used in the treatment of major depressive disorder (MDD), generalized anxiety disorder (GAD), and other select psychiatric disorders such as obsessive-compulsive disorder (OCD)."
Goserelin,DB00014,C59H84N18O14,Domperidone,DB01184,C22H24ClN5O2,MAJOR,0,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.,"Domperidone is a dopamine receptor antagonist used as a peristaltic stimulant and anti-emetic agent for dyspepsia, indigestion, epigastric pain, nausea, and vomiting."
Arsenic trioxide,DB01169,As2O3,Escitalopram,DB01175,C20H21FN2O,MAJOR,0,Arsenic trioxide is a chemotherapeutic agent used in the treatment of refractory or relapsed acute promyelocytic leukemia in patients with prior retinoid and anthracycline chemotherapy.,"Escitalopram is a selective serotonin re-uptake inhibitor used in the treatment of major depressive disorder (MDD), generalized anxiety disorder (GAD), and other select psychiatric disorders such as obsessive-compulsive disorder (OCD)."
